Episode,Algorithm,Opponent,Rewards,SC,IC,Discount,Initial_Epsilon,Final_Epsilon,Tau,Time_step,Batch_size
0,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.03571024178208547,0.040887704784823925,0.99,0.1,0.1,0.001,8,32
1,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.12381086838540717,0.11245922386584695,0.99,0.1,0.1,0.001,8,32
2,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.062006641243066436,0.0874545479611898,0.99,0.1,0.1,0.001,8,32
3,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.05411116728582258,0.05265151359138999,0.99,0.1,0.1,0.001,8,32
4,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.10470447600899753,0.1392423402916763,0.99,0.1,0.1,0.001,8,32
5,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.16378755394239222,0.14477814802158423,0.99,0.1,0.1,0.001,8,32
6,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.1388816715172998,0.1330585298949608,0.99,0.1,0.1,0.001,8,32
7,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.11443581300475389,0.16385237436602385,0.99,0.1,0.1,0.001,8,32
8,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.14909012717914377,0.18872533163711547,0.99,0.1,0.1,0.001,8,32
9,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.04357749859137088,0.042271354724600356,0.99,0.1,0.1,0.001,8,32
10,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.20624672756628504,0.13774306188329646,0.99,0.1,0.1,0.001,8,32
11,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.13046830155141273,0.12389797756247181,0.99,0.1,0.1,0.001,8,32
12,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.1043873674582079,0.15678722618039495,0.99,0.1,0.1,0.001,8,32
13,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.08046434892311118,0.08217616363535743,0.99,0.1,0.1,0.001,8,32
14,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.03570147904048735,0.11154432108821688,0.99,0.1,0.1,0.001,8,32
15,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.20260445461060705,0.07787871279256528,0.99,0.1,0.1,0.001,8,32
16,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.086442357962977,0.08058324298788502,0.99,0.1,0.1,0.001,8,32
17,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.06523715289668579,0.035075235215157125,0.99,0.1,0.1,0.001,8,32
18,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.09829243450470672,0.13825329198993222,0.99,0.1,0.1,0.001,8,32
19,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.04139091045937292,0.10723604176419474,0.99,0.1,0.1,0.001,8,32
20,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.11973523581038897,0.11986220779220783,0.99,0.1,0.1,0.001,8,32
21,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.05724788395542688,0.057247883955426876,0.99,0.1,0.1,0.001,8,32
22,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.11602326123281233,0.1412017124015085,0.99,0.1,0.1,0.001,8,32
