Episode,Algorithm,Opponent,Rewards,SC,IC,Discount,Initial_Epsilon,Final_Epsilon,Tau,Time_step,Batch_size
0,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5091102877288748,0.5456500667534739,0.99,0.1,0.1,0.001,8,32
1,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3726182843085653,0.40414414764261797,0.99,0.1,0.1,0.001,8,32
2,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.6389436072342265,0.6963490822642193,0.99,0.1,0.1,0.001,8,32
3,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5901285680175319,0.5944958783815188,0.99,0.1,0.1,0.001,8,32
4,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4259638722853155,0.5979485616523399,0.99,0.1,0.1,0.001,8,32
5,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.5344413099636063,0.6348573773997529,0.99,0.1,0.1,0.001,8,32
6,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.47556689531596263,0.6435821133419152,0.99,0.1,0.1,0.001,8,32
7,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4686725483407664,0.4884792952090502,0.99,0.1,0.1,0.001,8,32
8,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.509801364100625,0.6931471805599454,0.99,0.1,0.1,0.001,8,32
9,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.6501912168490721,0.6494121777288749,0.99,0.1,0.1,0.001,8,32
10,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5035356500570061,0.5443023795129716,0.99,0.1,0.1,0.001,8,32
11,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.4430000769747673,0.4714102517238481,0.99,0.1,0.1,0.001,8,32
12,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.6546679886974689,0.6518869869351341,0.99,0.1,0.1,0.001,8,32
13,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.5460094976838009,0.569532236555147,0.99,0.1,0.1,0.001,8,32
14,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4057414233762173,0.38346461137545207,0.99,0.1,0.1,0.001,8,32
15,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5097375605460029,0.5074610301612952,0.99,0.1,0.1,0.001,8,32
16,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.39299340709801717,0.4660727778397034,0.99,0.1,0.1,0.001,8,32
17,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.24037343692581917,0.2980683523477993,0.99,0.1,0.1,0.001,8,32
18,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.5518909579260595,0.5518909579260596,0.99,0.1,0.1,0.001,8,32
