Episode,Algorithm,Opponent,Rewards,SC,IC,Discount,Initial_Epsilon,Final_Epsilon,Tau,Time_step,Batch_size
0,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2435773794077813,0.2588187667075819,0.99,0.1,0.1,0.001,8,32
1,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2910673405742182,0.30057879117905617,0.99,0.1,0.1,0.001,8,32
2,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.33580032939206567,0.3126441927744962,0.99,0.1,0.1,0.001,8,32
3,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.28987858062542654,0.3982559816792658,0.99,0.1,0.1,0.001,8,32
4,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2778047100452204,0.25615585496473825,0.99,0.1,0.1,0.001,8,32
5,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.20124544909447362,0.3952849241386479,0.99,0.1,0.1,0.001,8,32
6,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.34338469073157035,0.3196905525356283,0.99,0.1,0.1,0.001,8,32
7,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.25251296892379516,0.340089510055444,0.99,0.1,0.1,0.001,8,32
8,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2362837766771788,0.35525716103801597,0.99,0.1,0.1,0.001,8,32
9,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2469732458969008,0.20401081008695277,0.99,0.1,0.1,0.001,8,32
10,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.22479883503159784,0.2089246916633165,0.99,0.1,0.1,0.001,8,32
11,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.33720301496181365,0.247395906594402,0.99,0.1,0.1,0.001,8,32
12,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.297697600282975,0.23076265554517958,0.99,0.1,0.1,0.001,8,32
13,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.22342842466249374,0.29597931262956667,0.99,0.1,0.1,0.001,8,32
14,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.20900650195918924,0.20450958878639225,0.99,0.1,0.1,0.001,8,32
15,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2838849089383081,0.34687449991228797,0.99,0.1,0.1,0.001,8,32
16,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3205418131922091,0.3061326079502703,0.99,0.1,0.1,0.001,8,32
17,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2234189188211899,0.38396692184163933,0.99,0.1,0.1,0.001,8,32
18,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.15748687511457646,0.31654047230216786,0.99,0.1,0.1,0.001,8,32
19,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.1756518460263509,0.2939588810606637,0.99,0.1,0.1,0.001,8,32
20,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.16465928226714682,0.19509473968436086,0.99,0.1,0.1,0.001,8,32
21,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3272184698048652,0.34935711206315245,0.99,0.1,0.1,0.001,8,32
22,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3051191964995871,0.3075599045332209,0.99,0.1,0.1,0.001,8,32
23,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.32022643994995037,0.3149296780707446,0.99,0.1,0.1,0.001,8,32
24,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.23732329209004366,0.289952782803321,0.99,0.1,0.1,0.001,8,32
25,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.12604842651574347,0.27054486696386015,0.99,0.1,0.1,0.001,8,32
26,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.21375320323339242,0.3650545456963101,0.99,0.1,0.1,0.001,8,32
27,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2699823768929718,0.32770850906747084,0.99,0.1,0.1,0.001,8,32
28,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3155152525229089,0.421688137542009,0.99,0.1,0.1,0.001,8,32
29,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2298454608822277,0.2414256511766489,0.99,0.1,0.1,0.001,8,32
30,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3630269610142847,0.3514155329279041,0.99,0.1,0.1,0.001,8,32
31,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.32125343019626823,0.33598601362618463,0.99,0.1,0.1,0.001,8,32
32,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3472998861999323,0.2737256055267654,0.99,0.1,0.1,0.001,8,32
33,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.12827944655941576,0.17754702683052892,0.99,0.1,0.1,0.001,8,32
34,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.28857567410398505,0.28270251118021694,0.99,0.1,0.1,0.001,8,32
35,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3045638398252387,0.2483900206358438,0.99,0.1,0.1,0.001,8,32
36,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.6931471805599452,0.6931471805599452,0.99,0.1,0.1,0.001,8,32
37,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.565572476537416,0.565572476537416,0.99,0.1,0.1,0.001,8,32
38,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.21484246292187423,0.18270574460464287,0.99,0.1,0.1,0.001,8,32
39,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.19506202133497738,0.23324643678131024,0.99,0.1,0.1,0.001,8,32
40,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2729502920483365,0.32665577832702275,0.99,0.1,0.1,0.001,8,32
41,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.22819717749651833,0.19811231767623233,0.99,0.1,0.1,0.001,8,32
42,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2495284591149876,0.2979066692335141,0.99,0.1,0.1,0.001,8,32
43,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.16286007358804075,0.32826371195435344,0.99,0.1,0.1,0.001,8,32
44,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.35955771357002975,0.32732772943794697,0.99,0.1,0.1,0.001,8,32
45,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.19163279274487666,0.32986088702204985,0.99,0.1,0.1,0.001,8,32
46,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.10960816128827133,0.24355280266690651,0.99,0.1,0.1,0.001,8,32
47,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.27548370002245665,0.16645018678115014,0.99,0.1,0.1,0.001,8,32
48,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.1468239148612358,0.22223607460970266,0.99,0.1,0.1,0.001,8,32
49,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.11999060756477967,0.11487797792282088,0.99,0.1,0.1,0.001,8,32
50,Comm-DQN,RandomAgent,"[0, 0, 0, 0]",0.2782288945338497,0.20121072591421893,0.99,0.1,0.1,0.001,8,32
51,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.4234992707211153,0.36385489306871416,0.99,0.1,0.1,0.001,8,32
