Episode,Algorithm,Opponent,Rewards,SC,IC,Discount,Initial_Epsilon,Final_Epsilon,Tau,Time_step,Batch_size
0,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2602738369054619,0.3645604686050469,0.99,0.1,0.1,0.001,8,32
1,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.24294586573477675,0.43343602118979907,0.99,0.1,0.1,0.001,8,32
2,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.21676382151862464,0.45778723724477643,0.99,0.1,0.1,0.001,8,32
3,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.29114683888068116,0.30552724952646765,0.99,0.1,0.1,0.001,8,32
4,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.17600292223602895,0.2771011404335038,0.99,0.1,0.1,0.001,8,32
5,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2901068955443369,0.2653028469321106,0.99,0.1,0.1,0.001,8,32
6,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.287692896471269,0.35810420585582403,0.99,0.1,0.1,0.001,8,32
7,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.22570568639538138,0.37253930731432794,0.99,0.1,0.1,0.001,8,32
8,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.23318678412048863,0.34657359027997264,0.99,0.1,0.1,0.001,8,32
9,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3144798835016395,0.4111738529249116,0.99,0.1,0.1,0.001,8,32
10,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.23698682194355453,0.2863525854003661,0.99,0.1,0.1,0.001,8,32
11,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2733127446133317,0.3645604686050469,0.99,0.1,0.1,0.001,8,32
12,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3017612345485715,0.3358198206736243,0.99,0.1,0.1,0.001,8,32
13,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2566042751780592,0.3701275121714066,0.99,0.1,0.1,0.001,8,32
14,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3382099100142993,0.34657359027997264,0.99,0.1,0.1,0.001,8,32
15,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.4269369739932729,0.278281358410828,0.99,0.1,0.1,0.001,8,32
16,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.33900768969353734,0.33547015314340933,0.99,0.1,0.1,0.001,8,32
17,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.28118175135611023,0.3615430623906094,0.99,0.1,0.1,0.001,8,32
18,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2676813643297262,0.34657359027997264,0.99,0.1,0.1,0.001,8,32
19,Comm-DQN,RandomAgent,"[0, 0, 0, 0]",0.2402026008192039,0.34657359027997264,0.99,0.1,0.1,0.001,8,32
20,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.24918471577927673,0.370107073007919,0.99,0.1,0.1,0.001,8,32
21,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2002577138069482,0.2340580155775096,0.99,0.1,0.1,0.001,8,32
22,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3289808167249976,0.3645604686050469,0.99,0.1,0.1,0.001,8,32
23,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.24085611516362468,0.4546089647722894,0.99,0.1,0.1,0.001,8,32
24,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2388360837795983,0.34657359027997264,0.99,0.1,0.1,0.001,8,32
25,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.4137553624011592,0.24294991033352203,0.99,0.1,0.1,0.001,8,32
26,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.22822947757395073,0.19584035360162738,0.99,0.1,0.1,0.001,8,32
27,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3093594140573763,0.3114439606230423,0.99,0.1,0.1,0.001,8,32
28,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.21075777619499625,0.20229832026932423,0.99,0.1,0.1,0.001,8,32
29,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.26703529660433795,0.3133458085441772,0.99,0.1,0.1,0.001,8,32
30,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2992278464701814,0.2659318528223269,0.99,0.1,0.1,0.001,8,32
31,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.24396375784129237,0.2653028469321106,0.99,0.1,0.1,0.001,8,32
32,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.2930675989432312,0.2888567688235446,0.99,0.1,0.1,0.001,8,32
33,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.12378374401852554,0.07656832525431005,0.99,0.1,0.1,0.001,8,32
34,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.22764495855976297,0.1585138931795686,0.99,0.1,0.1,0.001,8,32
35,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2719337582269255,0.33550068931056487,0.99,0.1,0.1,0.001,8,32
36,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.12461532885973754,0.113438301008161,0.99,0.1,0.1,0.001,8,32
37,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.05072259355011372,0.04691027229863206,0.99,0.1,0.1,0.001,8,32
