Episode,Algorithm,Opponent,Rewards,SC,IC,Discount,Initial_Epsilon,Final_Epsilon,Tau,Time_step,Batch_size
0,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.4190587347836827,0.3458474928323535,0.99,0.1,0.1,0.001,8,32
1,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4698293769408154,0.6931471805599453,0.99,0.1,0.1,0.001,8,32
2,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.6662784424146759,0.6931471805599453,0.99,0.1,0.1,0.001,8,32
3,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.6018842947777625,0.6180724866686592,0.99,0.1,0.1,0.001,8,32
4,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.651756561172653,0.6931471805599453,0.99,0.1,0.1,0.001,8,32
5,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.3816699844784911,0.38546467292800624,0.99,0.1,0.1,0.001,8,32
6,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3338876415888039,0.4471101054531822,0.99,0.1,0.1,0.001,8,32
7,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3966396428173814,0.5255973270178643,0.99,0.1,0.1,0.001,8,32
8,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3792118512510535,0.6093722537889048,0.99,0.1,0.1,0.001,8,32
9,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5108082233339931,0.5965610713824048,0.99,0.1,0.1,0.001,8,32
10,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.6920129648318738,0.6931471805599453,0.99,0.1,0.1,0.001,8,32
11,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5194511365559071,0.6118764372120833,0.99,0.1,0.1,0.001,8,32
12,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.45920438114520845,0.577219078184086,0.99,0.1,0.1,0.001,8,32
13,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.49878521687269417,0.5126764316139362,0.99,0.1,0.1,0.001,8,32
14,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.41681323807057746,0.7049806027530947,0.99,0.1,0.1,0.001,8,32
15,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.527483439618593,0.5281015104410427,0.99,0.1,0.1,0.001,8,32
16,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.37245118691117385,0.3659366489221271,0.99,0.1,0.1,0.001,8,32
17,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.554675212304077,0.7004033375352855,0.99,0.1,0.1,0.001,8,32
18,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.46037268830418376,0.4764797592748211,0.99,0.1,0.1,0.001,8,32
19,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.43089036538329556,0.6668403868814877,0.99,0.1,0.1,0.001,8,32
20,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.45068463773299916,0.43042257437102993,0.99,0.1,0.1,0.001,8,32
21,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5008017505443036,0.44516212144607736,0.99,0.1,0.1,0.001,8,32
22,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.42031268435536195,0.3930641439801225,0.99,0.1,0.1,0.001,8,32
23,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5087346730634663,0.4996066582366428,0.99,0.1,0.1,0.001,8,32
24,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.4207201868861445,0.49825958599047077,0.99,0.1,0.1,0.001,8,32
25,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.6031191936943338,0.6152889648854795,0.99,0.1,0.1,0.001,8,32
26,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.39421514936133895,0.5579788179000539,0.99,0.1,0.1,0.001,8,32
27,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3151239409732881,0.7049806027530946,0.99,0.1,0.1,0.001,8,32
28,Comm-DQN,RandomAgent,"[0, 0, 0, 0]",0.3717296538622678,0.467885238573719,0.99,0.1,0.1,0.001,8,32
29,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4088203813059026,0.4764797592748211,0.99,0.1,0.1,0.001,8,32
30,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4799306298780333,0.7002307156777059,0.99,0.1,0.1,0.001,8,32
31,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.41749504269803184,0.5580053259705602,0.99,0.1,0.1,0.001,8,32
32,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5694981889276022,0.6356658846971002,0.99,0.1,0.1,0.001,8,32
33,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4700064645324249,0.45115388639185966,0.99,0.1,0.1,0.001,8,32
34,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.45934269125197014,0.4854083074319463,0.99,0.1,0.1,0.001,8,32
35,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5170966475924275,0.5350428387446486,0.99,0.1,0.1,0.001,8,32
36,Comm-DQN,RandomAgent,"[0, 0, 0, 0]",0.5858552721641933,0.737872703079598,0.99,0.1,0.1,0.001,8,32
37,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4313522980282187,0.37721131578427186,0.99,0.1,0.1,0.001,8,32
38,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2836915986146626,0.3574273866260143,0.99,0.1,0.1,0.001,8,32
39,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.21718649118201114,0.23988180175986862,0.99,0.1,0.1,0.001,8,32
40,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.45381480144263076,0.4182618563673486,0.99,0.1,0.1,0.001,8,32
41,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.03258935049315667,0.03739635522620968,0.99,0.1,0.1,0.001,8,32
42,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.21338908268873136,0.21138633183119224,0.99,0.1,0.1,0.001,8,32
43,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.41722211498539286,0.37097083779007245,0.99,0.1,0.1,0.001,8,32
44,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.46871577845076307,0.5362835252253736,0.99,0.1,0.1,0.001,8,32
45,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3158138091930506,0.4234018883744042,0.99,0.1,0.1,0.001,8,32
46,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.2808630510215857,0.4013422187759648,0.99,0.1,0.1,0.001,8,32
47,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.12666488718891158,0.10694957339376629,0.99,0.1,0.1,0.001,8,32
48,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.588207440716422,0.6234148207742548,0.99,0.1,0.1,0.001,8,32
49,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.33046855221306043,0.26851335901222867,0.99,0.1,0.1,0.001,8,32
