Episode,Algorithm,Opponent,Rewards,SC,IC,Discount,Initial_Epsilon,Final_Epsilon,Tau,Time_step,Batch_size
0,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3799270347068656,0.5253927389649481,0.99,0.1,0.1,0.001,8,32
1,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.472828481634906,0.5294997098832669,0.99,0.1,0.1,0.001,8,32
2,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.44736569607910803,0.40201415050909495,0.99,0.1,0.1,0.001,8,32
3,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.6236834350019342,0.6236834350019343,0.99,0.1,0.1,0.001,8,32
4,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.4379831046351525,0.377735767061078,0.99,0.1,0.1,0.001,8,32
5,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.4523937067446799,0.6023139790101918,0.99,0.1,0.1,0.001,8,32
6,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.525388173777302,0.6355588565755511,0.99,0.1,0.1,0.001,8,32
7,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.42742888919431415,0.48231023098782705,0.99,0.1,0.1,0.001,8,32
8,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.3263617307860933,0.2891905863621632,0.99,0.1,0.1,0.001,8,32
9,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.6911086741443571,0.6983618233696737,0.99,0.1,0.1,0.001,8,32
10,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5101203918947379,0.5202186707021096,0.99,0.1,0.1,0.001,8,32
11,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.5800587599527588,0.7057531361468887,0.99,0.1,0.1,0.001,8,32
12,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5632538058791824,0.4699786841481264,0.99,0.1,0.1,0.001,8,32
13,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.4339290932963761,0.4325922977058878,0.99,0.1,0.1,0.001,8,32
14,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5998392081172266,0.518305754551146,0.99,0.1,0.1,0.001,8,32
15,Comm-DQN,RandomAgent,"[-1, 1, -1, 1]",0.47370845371724374,0.4990645299786813,0.99,0.1,0.1,0.001,8,32
16,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.35814548216321873,0.4079475477659556,0.99,0.1,0.1,0.001,8,32
17,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.612850214139349,0.41948607025702545,0.99,0.1,0.1,0.001,8,32
18,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.37376441904428825,0.43130853289452215,0.99,0.1,0.1,0.001,8,32
19,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5183511688934591,0.5230526166504288,0.99,0.1,0.1,0.001,8,32
20,Comm-DQN,RandomAgent,"[1, -1, 1, -1]",0.5351138253022033,0.4029764667622803,0.99,0.1,0.1,0.001,8,32
